Part No.,MODEL,S/N,配件,BIN ID,Status,狀態,借用人,"借用單
編號",出借人,借用日,到期日,入庫日期,備註,"最後
盤點日",Sales Requester,Purpose
781533-01,"AKM12E-ANCNC-00 BLDC Motor with SFD, 8000RPM@160VDC, 0.91Nm",124920162,,SDR-ECAT,V,2,Harvey,,Vivian H,2015/9/8,,2013/7/3,,2015/9/8,,
781533-01,"AKM12E-ANCNC-00 BLDC Motor with SFD, 8000RPM@160VDC, 0.91Nm",124620661,,庫-SDR-ECAT,V,2,Simon C,,Vivian H,2019/3/26,,2013/7/3,,2018/10/9,,
781536-01,"AKM21C-ANBNC-00 BLDC Motor with SFD, 2500RPM@160VDC, 1.48Nm ",120508576,,庫-FSE(N1)-Wayne,V,4,,,,,,2012/10/31,,2018/10/9,,
781541-01,"AKM23F-ANBNC-00 BLDC Motor with SFD, 4500 RPM@160VDC, 3.88Nm",124209333,,庫-FSE(N1)-Wayne,V,4,,,,,,2012/11/20,,2018/5/15,,
181990-01,AMUX-64T,A5A61F,,A3-05,S,4,,,,,,,,,,
AB7643,Anybus CClink,A004C6C5,"DB9F Cable*1
Paper*3",左3,S,4,,,,,,2005/11/8,,,,
779671-01,APS-4100 DC Power Supplies,P10132024,,數采／季松平,V,4,,,,,,2006/8/22,,,,
779671-01,APS-4100 DC Power Supplies,P10124404,,庫-郭皇志,V,4,,,,,,2006/6/16,,2017/6/21,,
779671-01,APS-4100 DC Power Supplies,04209369 0726,接頭是裸的,庫-林格瑋,V,4,,,,,,2008/2/21,,2016/10/28,,
779671-01,APS-4100 DC Power Supplies,P10140162,,庫-FSE(N5)-Marvin,V,4,,,,,,2006/12/13,,2016/6/6,,
779671-01,APS-4100 DC Power Supplies,04209547 0726,,庫-FSE(N3)-Andy,V,4,,,,,,2008/2/21,,2016/10/28,,
779671-01,APS-4100 DC Power Supplies,P10131962,,庫-FSE(N1)-Wayne,V,4,,,,,,2006/8/22,,2016/10/28,,
779671-01,APS-4100 DC Power Supplies,04209770 0726,,庫-FSE(M6)-Tom,V,4,,,,,,2008/1/30,,2016/10/28,,
779671-01,APS-4100 DC Power Supplies,P10124386,,庫-FSE(M1)-Andrew,V,4,,,,,,2006/6/16,,2016/10/28,,
779671-01,APS-4100 DC Power Supplies,04209302 0726,電源線*1,SR4,V,4,,,,,,2008/6/5,,,,
779671-01,APS-4100 DC Power Supplies,04209378 0726,電源線*1,SR3,V,4,,,,,,2008/6/5,,2014/1/16,,
779671-01,APS-4100 DC Power Supplies,04209362 0726,電源線*1,SR2,V,4,,,,,,2008/6/5,,2014/1/16,,
779671-01,APS-4100 DC Power Supplies,04169027 0725,電源線*1,SR1,V,4,,,,,,2008/6/5,,2014/1/16,,
779671-01,APS-4100 DC Power Supplies,04209372 0726,電源線*1,SR0,V,4,,,,,,2008/6/5,,,,
779671-01,APS-4100 DC Power Supplies,04169031 0725,,S4,V,2,Ivan,,Karen,2015/4/13,,2008/2/12,,2015/4/13,,
779671-01,APS-4100 DC Power Supplies,P10124391,,RAE(N1)-Jay,D,7,,,,,,2006/6/16,,,,
779671-01,APS-4100 DC Power Supplies,P10124389,,FSE(N6)-Vivian,V,4,,,,,,2006/6/16,,,,
779671-01,APS-4100 DC Power Supplies,P10124398,,C4,S,4,,,,,,2006/6/16,,2019/5/23,,
779671-01,APS-4100 DC Power Supplies,P10124401,,C4,D,7,Steve,,Vivian H,2008/5/5,,2006/6/16,,2008/5/5,,
779671-01,APS-4100 DC Power Supplies,P10132045,,C4,S,4,,,,,,2006/8/22,,2019/10/24,,
779671-01,APS-4100 DC Power Supplies,05231698 0844,,C4,L,12,全球儀器／廖文翊,170313-173322,Serena,2017/3/13,2019/3/31,2009/4/22,,2017/3/15,,
779671-01,APS-4100 DC Power Supplies,05231654 0844,,C4,L,00,日月光／洪進強,181011-111514,Serena,2018/10/15,2018/11/16,2009/7/9,,2018/7/31,,
779671-01,APS-4100 DC Power Supplies,05260265 0846,,C4,L,00,日月光／洪進強,181011-111514,Serena,2018/10/15,2018/11/16,2009/7/14,,2015/9/16,,
782888-01,APS-411x DC Power Supplies,K13160084,,緯宇／劉?甫,V,4,,,,,,2013/7/25,,2013/8/19,Andy,
782888-01,APS-411x DC Power Supplies,K13160108,,S4,V,4,,,,,,2013/7/23,,2014/1/16,Andy,
782888-01,APS-411x DC Power Supplies,K13160100,,S4,V,4,,,,,,2013/7/23,,2014/1/16,Andy,
ASCOR,ASCOR-7210(M#:PXI-7210),0100696,"Book*1
磁片*3(2007/6/23宗臣丟了)",左4,S,4,,,,,,2006/7/3,,,,
782248-01,AT-1120,103F000C,,庫-FSE(M8)-Zac,V,4,,,,,,2013/9/25,,2019/12/6,,
782248-02,AT-1212,203F0016,,緯宇／劉?甫,V,4,,,,,,2013/7/25,2017/11/15 RMA,2017/11/16,,
777312-04,AT-485/232-4CH,000419,,B1-18,S,4,,,,,,,,,,
777312-04,AT-485/232-4CH,000406,,B1-17,S,4,,,,,,,,,,
777313-01,AT-DIO-32HS,C8142F,,B1-14,S,4,,,,,,,,,,
778036-01,AT-GPIB/TNT(PNP),B2AAD6,,A2-22,S,4,,,,,,,,,,
778036-01,AT-GPIB/TNT(PNP),BDCFC0,,A2-28,S,4,,,,,,,,,,
777561-01,AT-GPIB/TNT+,C1AE81,,A1-31,S,4,,,,,,,,2016/8/19,,
777561-01,AT-GPIB/TNT+,A00C31,,A1-15,S,4,,,,,,,,,,
776909-01,AT-MIO-16E-10 ,A5A06D,,A2-63,S,4,,,,,,,,,,
776909-01,AT-MIO-16E-10 ,A1D952,,A2-62,S,4,,,,,,,,,,
776909-01,AT-MIO-16E-10 ,A14742,DIO Port 0 Line 0 壞了,A2-61,S,4,,,,,,,,,,
"781589-01
(36585K-L)",Automatic VNA Calibration Kit(10 MHz-6 GHz),1033012,,S6,V,4,,,,,,2010/11/8,,2018/11/1,,
782364-02,Automatic VNA Calibration Kit(70 KHz-9 GHz),A12420040,"Power Supply*1
D-Sub 9 Pin  M/F Cable*1",ME-Fred,V,4,,,,,,2013/10/8,,2017/4/19,SE Keep,
754352-01,VNA Multiport Cable*3,754352-01-01,"M9370-20006*1
M9370-20018*1
M9370-20019*1",RF(02)-Benson,V,2,Hsun,,Vivian H,2018/7/31,,2018/7/16,,2018/7/18,,
754353-01,VNA Tool Kit*2,754353-01-01,"5002-3361*1
5023-1450*1",RF(02)-Benson,V,4,,,,,,2018/7/16,,2018/12/25,,
"754355-01
Keysight(N7550A)",VNA Electronic Calibration Module 3.5MM Jack-Jack,MY56150238,8121-2671 USB Cable*1,RF(02)-Benson,V,4,,,,,,2018/7/16,2019/6/17 校驗到期,2018/12/25,,
"143686A-01
Keysight(M9371A)","ASSY,M9371A PXIE VECTOR NETWORK ANALYZER, 300 KHZ TO 6.5 GHZ (STS ONLY)",MY55441369,,RF(02)-Benson,V,2,Hsun,,Vivian H,2018/8/7,,2018/6/11,,,,
"143686A-01
Keysight(M9371A)","ASSY,M9371A PXIE VECTOR NETWORK ANALYZER, 300 KHZ TO 6.5 GHZ (STS ONLY)",MY55441427,,RF(02)-Benson,V,2,Hsun,,Vivian H,2018/8/7,,2018/6/11,,,,
"149130A-01
Keysight(M9370A)","ASSY,M9370A PXIE VECTOR NETWORK ANALYZER, 300 KHZ TO 4 GHZ (STS ONLY)",MY57050784,,RF(02)-Benson,V,4,,,,,,2018/7/26,2019/5/21 校驗到期,2018/7/26,,
"149130A-01
Keysight(M9370A)","ASSY,M9370A PXIE VECTOR NETWORK ANALYZER, 300 KHZ TO 4 GHZ (STS ONLY)",MY57050819,,RF(02)-Benson,V,4,,,,,,2018/7/26,2019/5/24 校驗到期,2018/7/26,,
185259-0R3,AUX 100(5102 cable),Cable 049,,右3,S,4,,,,,,,,,,
185259-0R3,AUX 100(5102 cable),Cable 050,,右3,S,4,,,,,,,,,,
185259-0R3,AUX 100(5102 cable),Cable 058,,右3,S,4,,,,,,,,,,
782436-02,AWK-3121,TAEAB1066563,天線*2,庫-ME-John W,V,4,,,,,,2016/5/18,,2018/12/12,,
779984-01,Basler I/O Cable for IEEE 1394b cameras,Cable 2032,,庫-FSE(M4)-Jimmy K,V,4,,,,,,2011/7/21,,2015/9/16,,
779984-01,Basler I/O Cable for IEEE 1394b cameras,Cable 421,,右4,S,4,,,,,,2007/9/27,,2018/1/4,,
779984-01,Basler I/O Cable for IEEE 1394b cameras,Cable 1041 ,,S4,V,4,,,,,,2013/4/1,,2015/9/16,,
779984-01,Basler I/O Cable for IEEE 1394b cameras,Cable 2025,,FSE(M3)-Ryan,V,4,,,,,,2011/2/15,,,,
779985-01,Basler Trigger & I/O Cable for GigE Cameras,Cable 1092,,S4,V,4,,,,,,2012/1/31,,2019/1/14,,
779985-01,Basler Trigger & I/O Cable for GigE Cameras,Cable 1093,,S4,V,4,,,,,,2012/1/31,,2015/12/4,,
779985-01,Basler Trigger & I/O Cable for GigE Cameras,Cable 1094,,S4,V,4,,,,,,2012/1/31,,2015/10/1,,
外購,Bluetooth USB Adapter,N/A,,鐵00,S,4,,,,,,2004/11/10,"NT$1,350 ",,,
183882A-02,BNC TO BNC,Cable 951,,FSE(M6)-Tom,V,4,,,,,,,,,,
外購,BNC TO BNC(1M),Cable 188,,右4,S,4,,,,,,,,2018/9/14,,
外購,BNC TO BNC(1M),Cable 189,,右4,S,4,,,,,,,,2018/9/14,,
外購,BNC TO BNC(2M),Cable 190,,右4,S,4,,,,,,,,2018/2/5,,
外購,BNC TO BNC(2M),Cable 191,,右4,S,4,,,,,,,,,,
779697-02,BNC(M) to BNC(M) Cable*4,HC4223844,,TR7,V,4,,,,,,2017/3/28,,2017/4/14,,
779697-02,BNC(M) to BNC(M) Cable*4,HC4155696,,TR7,V,4,,,,,,2017/3/28,,2017/4/14,,
779697-02,BNC(M) to BNC(M) Cable*4,HC4223846,,TR6,V,4,,,,,,2017/3/28,,2017/4/14,,
779697-02,BNC(M) to BNC(M) Cable*4,HC4075521,,TR6,V,4,,,,,,2017/3/28,,2017/4/14,,
779697-02,BNC(M) to BNC(M) Cable*4,HC4223840,,TR5,V,4,,,,,,2017/3/28,,2017/4/14,,
779697-02,BNC(M) to BNC(M) Cable*4,HC4075519,,TR5,V,4,,,,,,2017/3/28,,2017/4/14,,
779697-02,BNC(M) to BNC(M) Cable*4,HC4223838,,TR4,V,4,,,,,,2017/3/28,,2017/4/14,,
779697-02,BNC(M) to BNC(M) Cable*4,HC4155706,,TR4,V,4,,,,,,2017/3/28,,2017/4/14,,
779697-02,BNC(M) to BNC(M) Cable*4,HC4223842,,TR3,V,4,,,,,,2017/3/28,,2017/4/14,,
779697-02,BNC(M) to BNC(M) Cable*4,HC4155686,,TR3,V,4,,,,,,2017/3/28,,2017/4/14,,
779697-02,BNC(M) to BNC(M) Cable*4,HC4223843,,TR2,V,4,,,,,,2017/3/28,,2017/4/14,,
779697-02,BNC(M) to BNC(M) Cable*4,HC4155695,,TR2,V,4,,,,,,2017/3/28,,2017/4/14,,
779697-02,BNC(M) to BNC(M) Cable*4,HC4223420,,TR1,V,4,,,,,,2017/3/28,,2017/4/14,,
779697-02,BNC(M) to BNC(M) Cable*4,HC4223419,,TR1,V,4,,,,,,2017/3/28,,2017/4/14,,
779697-02,BNC(M) to BNC(M) Cable*4,HC3847521,,TR0,V,4,,,,,,2017/3/28,,2017/4/14,,
779697-02,BNC(M) to BNC(M) Cable*4,HC4223423,,TR0,V,4,,,,,,2017/3/28,,2017/4/14,,
777643-01,BNC-2110 ,CF903D,,E6,S,4,,,,,,,,2018/6/25,,
777643-01,BNC-2110 ,1084BEC,,E6,S,4,,,,,,2006/12/5,,2018/1/25,,
777643-01,BNC-2110 ,106A76C,,E6,S,4,,,,,,2009/10/7,,,,
777960-01,BNC-2120,CDE649,,AE(07)-Elca,V,4,,,,,,2004/11/11,,2018/4/9,,
777960-01,BNC-2120,17344B2,AI0 failed(不能RMA),AE(05)-Tony Chen,V,4,,,,,,2012/9/20,,2018/8/27,,
777960-01,BNC-2120,17344EC,,庫AE(04)-Chuck,V,2,Ethan,,Vivian H,2019/6/26,,2011/8/23,,2019/4/30,,
777960-01,BNC-2120,CDF428,,AE(01)-Noter,V,4,,,,,,2004/11/11,,2018/4/9,,
777960-01,BNC-2120,CDF429,,宗臣／林俊賢,V,4,,,,,,,,,,
777960-01,BNC-2120,14F3340,,TR9,V,4,,,,,,2010/6/22,,,,
777960-01,BNC-2120,14F3388,,TR8,V,4,,,,,,2010/6/22,,,,
777960-01,BNC-2120,14F336F,,TR7,V,4,,,,,,2010/6/22,,2019/6/26,,
777960-01,BNC-2120,14F3331,,TR6,V,4,,,,,,2010/6/22,,,,
777960-01,BNC-2120,14F331F,,TR4,V,4,,,,,,2010/6/22,,,,
777960-01,BNC-2120,14F3381,,TR3,V,4,,,,,,2010/6/22,,,,
777960-01,BNC-2120,14F3323,,TR2,V,4,,,,,,2010/6/22,,,,
777960-01,BNC-2120,14CFD6A,,TR1,V,4,,,,,,2010/6/15,,,,
777960-01,BNC-2120,14F337C,,TR00,V,4,,,,,,2010/6/22,,,,
777960-01,BNC-2120,14F3336,,TR0,V,4,,,,,,2010/7/16,,2016/1/21,,
777960-01,BNC-2120,14F337E,,SR8,V,4,,,,,,2010/6/22,,,,
777960-01,BNC-2120,14F332F,,SR7,V,4,,,,,,2010/6/22,,,,
777960-01,BNC-2120,14F332E,,SR6,V,4,,,,,,2010/6/22,,,,
777960-01,BNC-2120,14F338A,,SR5,V,4,,,,,,2010/6/22,,,,
777960-01,BNC-2120,14F3382,,SR4,V,4,,,,,,2010/6/22,,,,
777960-01,BNC-2120,14F3335,,SR3,V,4,,,,,,2010/6/22,,,,
777960-01,BNC-2120,14F3375,,SR2,V,4,,,,,,2010/6/22,,,,
777960-01,BNC-2120,14CFD17,,SR1,V,4,,,,,,2010/6/22,,,,
777960-01,BNC-2120,14CFD33,,SR0,V,4,,,,,,2010/6/22,,,,
777960-01,BNC-2120,CF29D4,,S2,V,4,,,,,,,,2015/9/16,,
777960-01,BNC-2120,C7B078,,庫-FSE(N7)-Kevin Y,V,4,,,,,,,,2019/5/23,,
777960-01,BNC-2120,14CFD2D,訊號產生器旋鈕脫落*2,E6,S,4,,,,,,2010/6/15,,2018/6/5,,
777960-01,BNC-2120,11295C4,,E6,L,2,Harvey,,Vivian H,2017/1/3,,2005/8/10,,2016/6/28,,
777960-01,BNC-2120,15FA129,,AE(06)-Tom H,V,4,,,,,,2011/8/23,,2018/1/22,,
777960-01,BNC-2120,15FA0BE,,AE(02)-Welly,V,4,,,,,,2011/8/23,,2018/8/27,,
778289-01,BNC-2121,1360783,,E6,S,4,,,,,,2009/4/15,,2015/9/16,,
184777F-01,BNC-2140,CE9E49,,左1,S,4,,,,,,,,,,
184777B-01,BNC-2140,D06E98,,左1,S,4,,,,,,,,,,
777664-01,CA-1000,13AB8D8,,MDR-蝕刻機,V,4,,,,,,2008/8/28,,,,
777664-01,CA-1000,1328C4C,,MDR-TestStand Filter,V,4,,,,,,2008/8/28,,,,
,Cable,美Even5-4,,美Even5,S,4,,,,,,,,,,
784657-01,"CABLE ASSY, 2X30 TO 3 2X10 FOR NI 553X",Cable 1171,,S4,V,2,Serena,,Vivian H,2016/9/19,,2016/3/29,,2016/3/29,,
784657-01,"CABLE ASSY, 2X30 TO 3 2X10 FOR NI 553X",Cable 1193,,S4,V,4,,,,,,2016/12/21,,2018/10/23,,
784657-01,"CABLE ASSY, 2X30 TO 3 2X10 FOR NI 553X",Cable 1194,,S4,V,4,,,,,,2016/12/29,,2018/8/17,,
763886-01,"CABLE ASSY, 2X30 TO 3 2X10 FOR NI 553X",Cable 1203,,S4,V,4,,,,,,2017/7/10,,2017/8/4,,
784657-01,"CABLE ASSY, 2X30 TO 3 2X10 FOR NI 553X",Cable 2119,,Bianca,V,2,Ricky,,Vivian H,2019/5/6,,2017/7/25,,2017/8/3,,
185444B-02,"Cable Assy, Tpye HV8-BAN4 (2m)",Cable 046,,右3,S,4,,,,,,,,,,
781092-01,Cable for NI 2512/2514(To 8-pin D-SUB)(Type DB8F-DF8F-40A),HA9484205,,S4,V,4,,,,,,2010/8/25,,2014/1/16,,
781092-01,Cable for NI 2512/2514(To 8-pin D-SUB)(Type DB8F-DF8F-40A),HA9578514,,S4,V,4,,,,,,2010/8/25,,2014/1/16,,
781092-02,Cable for NI 2512/2514(To Bare Wire)(Type-DB8F-Bare Wire-40A),HA9578511,,S4,V,4,,,,,,2010/8/25,,2014/1/16,,
781092-02,Cable for NI 2512/2514(To Bare Wire)(Type-DB8F-Bare Wire-40A),HA9578512,,S4,V,4,,,,,,2010/8/25,,2014/1/16,,
781615-01,"Calibrated 5/16"" Torque Wrench",EFA658,,K0,V,4,,,,,,2011/9/30,,,,
781615-01,"Calibrated 5/16"" Torque Wrench",EED318,,FSE(M6)-Tom,V,4,,,,,,2011/12/9,,,,
781615-01,"Calibrated 5/16"" Torque Wrench",HC4055769,,Danny,V,4,,,,,,2016/12/16,,,,
781615-01,"Calibrated 5/16"" Torque Wrench",HC4055768,,Danny,V,4,,,,,,2016/12/16,,,,
184639A-01,Calibration Executive for E series Module,C39932,,C3,L,2,Tom,,Carol,2004/10/26,,,,2004/10/26,,
184639A-01,Calibration Executive for E series Module,CDB8D9,,C3,S,4,,,,,,,,,,
187676-02,Camera Link Cable (26pin),Cable 445,,D4,S,4,,,,,,,,2019/3/4,,
187676-02,Camera Link Cable (26pin),Cable 446,,D4,S,4,,,,,,,,2019/3/14,,
187676-02,Camera Link Cable (26pin),Cable 448,,D4,S,4,,,,,,2005/6/22,,2019/3/14,,
187676-02,Camera Link Cable (26pin),Cable 449,,D4,S,4,,,,,,2005/6/22,,,,
187676-02,Camera Link Cable (26pin),Cable 452,,D4,S,4,,,,,,2006/5/17,,,,
187676-02,Camera Link Cable (26pin),Cable 527,,D3,S,4,,,,,,2006/5/17,,,,
187676-02,Camera Link Cable (26pin),Cable 528,,D3,S,4,,,,,,2006/6/7,,2014/1/16,,
187676-02,Camera Link Cable (26pin),Cable 529,,D3,S,4,,,,,,2006/6/7,,,,
190936-01,Camera Link Cable (68pin for 1428),Cable 438,,D4,S,4,,,,,,2004/3/31,,2016/2/18,,
宏相,Camera Module test,N/A,,左3,L,2,Ken(Ryan),,Vivian H,2006/10/24,,2006/10/20,,2006/10/24,AE Keep,
780041-01,CAN Breakout Box,167AFC8,,ADR-Edmund,V,4,,,,,,2013/1/17,,2019/6/12,,
780041-01,CAN Breakout Box,1C758F1,,左2,S,4,,,,,,2017/9/28,,2019/1/24,,
780041-01,CAN Breakout Box,1C98041,,左2,L,00,百佳泰／曾昭爵,190925-171605,Brian Y,2019/9/25,2019/10/28,2017/10/24,,2019/2/12,,
782579-02,CAN Single Termination Cable(2M),Cable 466,,D4,S,4,,,,,,2017/9/28,,2019/8/20,,
782579-02,CAN Single Termination Cable(2M),Cable 467,,D4,S,4,,,,,,2017/10/24,,2019/4/17,,
779189-01,CAN Demo Box,DF2D6F,"192017A-02 CAN Cable *2
SP-15-1073 SWITCHING POWER SUPPLY (S/N:017499950349)",左4,L,2,Robert,,Vivian H,2017/9/28,,2005/3/10,,2017/6/21,,
779189-01,CAN Demo Box,126E744,"192017A-02 CAN Cable *2
SP-15-1073 SWITCHING POWER SUPPLY (S/N:02886823 0544)",左4,L,2,Tom H,,Vivian H,2019/10/25,,2005/5/10,,2018/12/22,,
779189-01,CAN Demo Box(缺Power Supply),DF2D6E,"192017A-02 CAN Cable *2
SP-15-1073 SWITCHING POWER SUPPLY (S/N:021951470436)2010/10/26 Shawn遺失",左4,V,4,,,,,,2005/3/10,,2016/6/22,,
192017-02,"CAN Cable
(Single Termination)(2m)",Cable 644,,右4,S,4,,,,,,2016/12/29,,2019/11/26,,
192017-02,"CAN Cable
(Single Termination)(2m)",Cable 645,,右4,S,4,,,,,,2016/12/29,,2019/3/28,,
193128-02,"CAN Cable
(No-Termination)(2m)",Cable 642,,右4,S,4,,,,,,2016/12/29,,2019/4/17,,
193128-02,"CAN Cable
(No-Termination)(2m)",Cable 643,,右4,S,4,,,,,,2016/12/29,,2017/11/23,,
,Canon DC20,462120440858,,鐵架,V,4,,,,,,2006/6/29,,,,
外購,CardBus-1394B,06017133,,FSE(M6)-Tom,V,4,,,,,,2007/12/14,,,,
780398-01,Carrying Case for NI PMA-1115,HA8604122,,緯宇／劉?甫,V,4,,,,,,2010/2/23,,2013/8/8,,
780398-01,Carrying Case for NI PMA-1115,HA7576623,,緯宇／劉?甫,V,4,,,,,,2008/11/14,,2013/8/8,,
780398-01,Carrying Case for NI PMA-1115,HA7948002,,MDR-USRP(TR),V,2,Fred,,Vivian H,2019/10/30,,2009/4/29,,2019/10/30,,
780398-01,Carrying Case for NI PMA-1115,HA9502019,,MDR-USRP,V,2,Fred,,Vivian H,2019/10/30,,2010/10/20,,2019/10/30,,
780398-01,Carrying Case for NI PMA-1115,HA9502025,,庫-FSE(M2)-Alex,V,4,,,,,,2010/10/19,,2018/11/13,,
780398-01,Carrying Case for NI PMA-1115,HA7161278,,AC-Elvis(6-10),V,4,,,,,,2008/7/24,,2017/9/11,,
780398-01,Carrying Case for NI PMA-1115,HA9502017,,AC-Elvis(1-5),V,4,,,,,,2010/10/20,,2019/1/16,,
151733-05,Cat-5E Ethernet Cable(5M),Cable 2117,,FSE(N9)-Sean,V,4,,,,,,2016/10/3,,2016/10/12,,
778592-01,CB/SCB-2162,E4E3B1,,數采／季松平,V,4,,,,,,2006/8/7,,,,
778592-01,CB/SCB-2162,E6AEC1,,林沛彥,V,4,,,,,,2007/3/14,,,,
778592-01,CB/SCB-2162,EC43E8,,YR2,V,4,,,,,,2009/4/10,,,,
778592-01,CB/SCB-2162,EBED73,,YR1,V,4,,,,,,2009/4/10,,,,
778592-01,CB/SCB-2162,EAE6B5,,YR0,V,2,Sienna,,Vivian H,2018/6/4,,2009/4/6,,,,
778592-01,CB/SCB-2162,E4271C,,TR9,V,4,,,,,,2006/4/24,,,,
778592-01,CB/SCB-2162,E4272D,,TR8,V,4,,,,,,2006/4/24,,,,
778592-01,CB/SCB-2162,E42720,,TR7,V,4,,,,,,2006/4/24,,,,
778592-01,CB/SCB-2162,E42726,,TR6,V,4,,,,,,2006/4/24,,,,
778592-01,CB/SCB-2162,E3D78F,,TR5,V,4,,,,,,2006/3/21,,,,
778592-01,CB/SCB-2162,E3D571,,TR4,V,4,,,,,,2006/3/21,,,,
778592-01,CB/SCB-2162,E3C708,,TR3,V,4,,,,,,2006/3/21,,,,
778592-01,CB/SCB-2162,E3B8FC,,TR2,V,4,,,,,,2006/3/21,,,,
778592-01,CB/SCB-2162,E3B08B,,TR1,V,4,,,,,,2006/3/21,,,,
778592-01,CB/SCB-2162,E43B2D,,TR0,V,4,,,,,,2006/5/18,,,,
778592-01,CB/SCB-2162,EA3CBE,,SR4,V,4,,,,,,2008/2/12,,,,
778592-01,CB/SCB-2162,EA3CBA,,SR3,V,4,,,,,,2008/2/12,,,,
778592-01,CB/SCB-2162,EA3CBD,,SR2,V,4,,,,,,2008/2/12,,2019/8/20,,
778592-01,CB/SCB-2162,EA49EA,,SR1,V,4,,,,,,2008/2/12,,2019/8/13,,
778592-01,CB/SCB-2162,EA3CC6,,SR0,V,4,,,,,,2008/2/12,,2019/4/23,,
778592-01,CB/SCB-2162,EA49EF,,S3-128,V,2,Wranky,,Vivian H,2017/1/11,,2008/3/3,,2016/11/29,,
778592-01,CB/SCB-2162,E95ACF,,庫-RAE(M3)-Vincent,V,00,日月光／江洛玲,181116-100854,Serena,2018/11/16,2018/12/19,2007/8/30,,2018/8/21,,
778592-01,CB/SCB-2162,EA4151,,ME-Steve,V,4,,,,,,2008/2/12,,,,
778592-01,CB/SCB-2162,E6AEBF,,FSE(S2)-Ronland,V,4,,,,,,2007/3/14,,2018/2/22,,
778592-01,CB/SCB-2162,E6AEB2,,庫-FSE(N7)-James,V,00,頎邦科技／邱顯清,190223-152903,Serena,2019/2/23,2019/3/28,2007/3/14,,2019/1/31,,
778592-01,CB/SCB-2162,E6B7EE,,FSE(N6)-Vivian,V,4,,,,,,2007/3/14,,,,
778592-01,CB/SCB-2162,EBFC3E,,庫-FSE(M8)-Zac,V,4,,,,,,2009/4/10,2009/10/1 與客戶換貨(原S/N:EC43E9),2019/12/5,,
778592-01,CB/SCB-2162,EBFC42,,FSE(M4)-Serena,D,4,,,,2019/5/13,,2009/11/27,,2018/11/16,,
778592-01,CB/SCB-2162,E6E288,,F3-48,L,00,瑞揚系統／楊嘉智,191008-155043,Anderson,2019/10/8,2019/11/10,2007/3/14,,2019/5/21,,
778592-01,CB/SCB-2162,E6AEBB,,F3-47,L,00,光寶科技／胡國華,160907-144931,Derek H,2016/9/7,2016/9/25,2007/3/20,,2016/8/4,,
778592-01,CB/SCB-2162,DBFB7D,,C1-14,L,2,Ronland,,Vivian H,2012/5/16,,2004/3/23,,2012/5/16,,
778592-01,CB/SCB-2162,E6AEC7,,B1-58,L,00,矽格／林建弘,160825-093301,Ivan,2016/8/25,2016/9/27,2007/3/14,,2016/8/5,,
778592-01,CB/SCB-2162,E8AEFF,,B1-50,L,2,Elca,,Vivian H,2019/10/8,,2007/5/17,,2019/8/21,,
778592-01,CB/SCB-2162,E6AEC5,,B1-07,L,10,宗臣科技／賴侑呈,191127-175316,Derek H,2019/11/27,2019/12/30,2007/3/30,,2019/11/26,,
778592-01,CB/SCB-2162,D6DE4D,,A2-43,L,2,Lucien,,Vivian H,2019/9/4,,,,2019/8/20,,
778592-01,CB/SCB-2162,1C40BBE,,Bianca,V,2,Ricky,,Vivian H,2019/5/6,,2017/7/25,,2017/8/3,,
781142-01,CB-2181(含Cable*1),589118-0017,186380C-0R5  SHC68-C68-S,左4,S,4,,,,,,2010/8/3,,2017/8/16,,
778673-01,CB-37FH,2281212-2,,E6,L,10,星協系統／吳志二,191121-142241,Anderson,2019/11/21,2019/12/24,2008/3/28,,2019/2/14,,
778673-01,CB-37FH,2281212-3,,E6,L,10,星協系統／吳志二,191121-142241,Anderson,2019/11/21,2019/12/24,2008/10/8,,2019/8/20,,
778673-01,CB-37FH,2281212-5,,S2,S,4,,,,,,,,2018/2/2,,
779491-01,CB-37F-HVD,ZZ1694128,,FSE(N2)-Alexander,V,4,,,,,,2007/2/9,,2018/8/28,,
779491-01,CB-37F-HVD,ZZ1693979,,E6,S,4,,,,,,2007/3/26,,2019/8/20,,
779353-01,CB-37F-LP,1481BA4,,A2-60,S,4,,,,,,2005/5/23,2010/1/20 與客戶換貨(原S/N:E0DD32),2018/9/27,,
779353-01,CB-37F-LP,E0AFE7,,A2-59,S,4,,,,,,2005/5/3,,2018/9/27,,
779353-01,CB-37F-LP,12BFDC7,,A2-58,L,2,Ziva,,Carol,2008/4/11,,2005/4/28,2007/12/28 與客戶換貨(原S/N:E0AFE3),2008/4/11,,
779353-01,CB-37F-LP,E0AFD8,,A2-57,S,4,,,,,,2005/4/28,,2019/8/20,,
779353-01,CB-37F-LP,E0AFD7,,A2-56,S,4,,,,,,2005/4/28,,2017/9/19,,
779353-01,CB-37F-LP,1327F39,,A2-10,S,4,,,,,,2008/4/16,,,,
779353-01,CB-37F-LP,1233C15,,A2-05,S,4,,,,,,2008/4/16,,,,
779353-01,CB-37F-LP,1327EE7,,A2-04,S,4,,,,,,2008/4/16,,,,
778672-01,CB-37FV,2959625,,左1,S,4,,,,,,,,2017/11/23,,
188841A-01,CB-37FV Cable,Cable 079,,右3,S,4,,,,,,,,2017/11/23,,
778674-01,CB-485A(含Cable*1),CB485-1,RJ-50 to RJ-50 Cable*1(189355B-01),庫-ME-Kevin,V,4,,,,,,2012/7/5,,2019/10/5,,
